cliente_id,nombre,fecha_registro,segmento_calculado,pedidos_3m
114153,Rosalinda Consuelo Cardona Meléndez,2022-12-21,premium,7
107904,Darío Marcelo Mena Villena,2020-10-08,premium,7
102609,Flora Andres-Lillo,2021-06-13,premium,14
100963,Adriana Regina Vigil Sans,2022-07-22,premium,9
112899,Piedad Arnaiz,2024-03-30,premium,8
100378,Francisca López Ruiz,2021-07-19,premium,7
113369,Jose Manuel Sotelo Cañas,2022-07-10,premium,7
104392,Mirta Bautista Aragón,2022-07-09,premium,9
102513,Azucena Soriano Pinedo,2023-05-12,premium,8
105747,Matilde Otero Domingo,2020-05-06,regular,4
101587,Milagros Odalis Morales Reyes,2021-09-11,regular,6
109737,Andrea Perales Leal,2022-04-21,premium,9
102021,Vicenta Florinda Arcos Luján,2021-07-30,premium,7
111508,Josefina Palau,2024-06-09,regular,4
101744,Jimena Carreño Morante,2020-08-19,regular,5
109143,Haydée Hurtado Carrera,2024-01-08,premium,9
113512,Amador del Plana,2023-12-30,premium,13
114592,Fermín Jose Ramón Ibáñez Rodrigo,2024-06-13,premium,8
105515,Margarita Morera Bustamante,2023-03-29,premium,10
104503,Julio Sanz Córdoba,2022-07-16,premium,11
111029,Raimundo del Barros,2021-02-08,regular,5
110626,Román Martí-Larrea,2020-08-10,regular,5
111010,Alondra Bernat Bosch,2023-05-20,premium,9
110862,Adora Sarmiento Guzman,2023-12-16,premium,8
107229,Maximino Alcalá Bou,2023-01-06,premium,8
102922,Jorge Granados Landa,2023-06-13,premium,16
105968,Wálter Llabrés Palomares,2024-07-15,premium,17
112107,Lupita Taboada Rios,2022-08-02,regular,6
109268,Toño Pou Arco,2024-05-28,premium,7
102309,Primitivo Caparrós-Adadia,2021-10-30,premium,9
100004,Damián de Tejera,2023-04-16,premium,13
114720,Pío Vargas-Amador,2021-12-03,premium,13
104078,Leocadio Pinedo Posada,2023-09-13,regular,5
114432,Lalo del Navarrete,2021-04-30,premium,10
114698,Palmira Vall Pastor,2022-02-02,premium,7
107048,Edu del Gonzalo,2021-12-17,regular,4
114976,Eloy del Pol,2020-07-17,premium,7
112944,Eduardo Emilio Canals Ruano,2022-03-23,premium,8
105904,Eustaquio Borrego Escalona,2023-06-01,regular,5
113059,Martina Blanca Soria,2022-08-06,premium,9
100961,Jaime Talavera Diaz,2020-06-13,premium,7
108599,Nando Pla Chaparro,2022-05-03,premium,10
111379,Iris de Enríquez,2022-11-23,premium,8
112550,Silvio Amaya Sanabria,2021-05-07,regular,3
102289,Dafne Andrade,2022-04-30,premium,11
114100,Isaías del Ramirez,2021-03-25,premium,13
113080,Jose Antonio Izquierdo Pellicer,2024-03-03,premium,8
106189,Jacinta Canet Pineda,2024-07-26,premium,9
113588,Anabel Tomás-Azorin,2021-11-02,regular,5
113588,Anabel Tomás-Azorin,2021-11-02,regular,5
101115,Graciana Sarabia Ramos,2023-11-10,premium,14
107803,Dafne del Jover,2021-05-10,premium,11
111509,Socorro Yaiza Serna Ortiz,2023-07-29,premium,10
112848,Miguel Ángel Quesada Colom,2022-04-25,premium,11
104266,Vanesa Feliu Parejo,2021-06-25,premium,10
101580,Primitivo Canales,2023-12-24,premium,12
104978,Albina Cuervo Galvez,2020-04-08,regular,6
104527,Cayetano Posada-Cueto,2023-01-22,premium,8
106934,Adora Jiménez Conesa,2024-01-19,premium,9
108032,Raquel Agustín Barba,2023-09-23,regular,6
108026,Evangelina Narváez Boada,2021-05-18,regular,4
102502,Felix Santana-Arteaga,2023-08-04,premium,11
103403,Rosalía Ángela Criado Jerez,2021-10-29,premium,7
109727,Marcial del Oliver,2023-10-13,premium,9
103434,Carolina Benavente Arjona,2022-10-26,premium,11
112268,Juanito de Alemán,2020-07-05,premium,11
113564,Ángel Garrido Jover,2021-09-29,premium,10
100971,Eugenia Andrés,2022-09-16,premium,14
112755,Amparo Seco Alvarez,2021-01-16,regular,5
100389,Guadalupe Luque Garay,2022-02-21,premium,9
101954,Desiderio Lladó-Abellán,2022-12-30,premium,9
111604,Armida Almansa Antúnez,2020-08-11,premium,12
105431,Javier Téllez Valenciano,2024-07-03,premium,9
107201,Primitivo Beltrán Baños,2021-12-07,premium,8
113024,Héctor Peña-Baños,2021-12-26,regular,4
100316,Primitiva Borrell Canales,2022-10-13,premium,10
106443,Maxi Madrid,2024-01-29,premium,10
113960,Renato Ferrera Solé,2023-12-28,regular,6
108185,Cecilio Viana Salcedo,2022-02-11,premium,12
108941,Liliana Apolonia Saavedra Solís,2021-06-07,premium,11
113219,María Codina Arribas,2022-10-09,premium,10
108761,María Teresa Mesa Armengol,2020-11-01,premium,11
112925,Lara España Bauzà,2024-02-01,premium,7
112539,Victor Villalonga Rosselló,2021-12-05,premium,9
100606,Timoteo Ruano Lopez,2021-06-07,premium,7
109535,Bienvenida Ramirez Solsona,2022-10-15,premium,7
112528,Noelia Mercader Moll,2022-01-07,premium,13
109039,Macarena Leonor Abella Ferrera,2020-05-26,premium,10
105501,Manolo Palacios Jódar,2020-11-22,premium,8
110896,Dora Alcázar Malo,2022-10-28,premium,11
103214,José María Borja Infante Aller,2021-07-03,regular,4
111520,Agustina Ferrández Tenorio,2024-08-24,premium,10
107729,Anastasia Jordán Gonzalez,2021-01-17,premium,7
101369,Gracia Peñas,2024-07-04,premium,10
102311,Alicia Crespo Llorens,2023-06-27,premium,7
101254,Dora González-Abril,2020-05-25,premium,7
103486,Josep Borrás-Echeverría,2021-07-13,premium,9
102761,Vinicio Menéndez,2023-01-28,premium,7
109000,Cornelio Terrón-Mate,2023-01-14,premium,14
113559,Cesar Rodrigo Juliá Estevez,2023-03-25,premium,10
114478,Hector Arce Coloma,2021-03-11,premium,7
109932,Concha Llabrés Pi,2023-12-08,premium,13
111995,Poncio Amigó Meléndez,2024-07-09,premium,9
113112,Blanca Manrique Pellicer,2023-04-14,regular,4
108631,Candelario Piquer Antón,2023-12-27,premium,7
109266,Graciano Cabo Miralles,2022-03-27,premium,10
107274,Ruperto Grau-Martinez,2020-11-06,premium,9
101112,Feliciano Casas Villaverde,2023-04-27,premium,15
104415,Joaquina Armengol Cazorla,2022-08-28,premium,7
102299,Arturo Olivera Alsina,2021-09-22,premium,7
100638,Manolo Huguet Bilbao,2021-01-27,premium,7
100249,Benigna Felisa Báez Pedrero,2022-10-20,premium,10
102272,Chus Fuente Tapia,2023-02-09,premium,8
100697,Armando Pascual Gallo,2022-03-04,regular,3
108775,Felipe Barrena Méndez,2020-12-01,regular,5
105744,Noa Gonzalez Gimenez,2022-09-25,premium,11
108646,Dorotea Cerdá Berenguer,2022-07-26,premium,9
113236,María Manuela Lamas Uriarte,2021-01-13,regular,6
104154,Clementina Arellano-Rius,2020-09-05,premium,8
105525,Heliodoro Montero-Nevado,2023-04-25,premium,7
104124,María Fortuny,2023-11-07,premium,10
101517,Juliana Pedrosa Mate,2022-03-10,premium,9
104394,Dimas Calderon Rocha,2021-11-17,premium,9
110442,Remigio Vicens Ibarra,2021-01-30,regular,5
100071,Silvio Jordán Botella,2023-02-20,premium,9
109446,Salud Carreño Carreras,2021-07-08,premium,14
101179,Emigdio López,2024-06-28,premium,9
102685,Lucas Ros Jara,2024-05-10,premium,13
114299,Serafina Lopez Chico,2024-01-21,premium,15
109700,Inmaculada Baeza Ferrándiz,2022-04-27,premium,7
114651,Modesta Rocha Jódar,2021-02-09,premium,9
105816,Marcio Torrijos Cabañas,2023-02-23,premium,10
108728,Atilio Jacobo Barreda Carretero,2024-01-23,premium,9
111051,Clara Ruano,2020-04-17,regular,4
108105,Cristian Castilla Vilar,2024-06-28,premium,9
114782,Adela Amor Manzanares,2020-04-04,premium,8
109572,Alex de Gonzalez,2022-03-19,premium,9
110946,Valero Barbero Borrego,2023-02-10,premium,7
100168,Esmeralda Morán,2023-01-21,premium,9
110160,Ceferino Muro Cabrero,2023-05-23,premium,9
108608,Asunción Carrera Barceló,2022-03-08,regular,6
112798,Ramiro Novoa,2024-08-12,premium,7
114049,Julio César Atienza Simó,2022-02-20,premium,7
101084,Eutropio Segura-Valenzuela,2023-07-19,premium,15
105000,Buenaventura Jiménez Saez,2020-09-25,premium,10
110103,José Manuel Blasco Almazán,2023-01-08,premium,14
110103,José Manuel Blasco Almazán,2023-01-08,premium,14
106936,Remigio Teo Zabaleta Duarte,2024-03-03,premium,14
108218,Esteban Diaz Quiroga,2023-03-03,premium,7
104131,Rosa María Bertrán,2023-06-08,premium,7
113640,Felipa Aguado Lobo,2020-11-02,premium,13
110523,Nacio Priego Echevarría,2022-01-16,regular,5
111724,Eliana Pont-Montoya,2021-02-17,regular,6
114268,Arcelia Sancho Borrás,2022-02-20,premium,14
110211,Carla Cueto,2021-04-20,premium,8
106960,Teodoro Osuna,2022-11-13,regular,5
107039,Hortensia del Jódar,2022-12-01,premium,7
104717,Lucía Carballo Almazán,2020-03-13,premium,10
111864,Francisco Javier Solsona Oliveras,2023-08-06,premium,8
113730,María Fernanda Barroso Román,2021-02-13,regular,6
113730,María Fernanda Barroso Román,2021-02-13,regular,6
104439,Maite Estrada-Piquer,2020-10-21,premium,9
112850,Pascuala Torres Menéndez,2022-03-19,premium,8
111238,Óscar Atienza Oller,2020-04-22,premium,7
107365,Celestino Elorza Verdugo,2023-07-03,premium,8
106276,Gertrudis Bárcena,2020-03-13,premium,9
114767,Anastasia Ruiz Ortuño,2021-08-07,regular,6
100218,Berto Bermudez,2022-10-12,premium,8
114433,Sergio Borrego Manuel,2024-01-09,premium,9
106593,Rafaela Leon Barrera,2020-07-21,premium,7
102615,Ignacio Manrique Pérez,2024-06-13,regular,6
102013,Catalina Patiño-Vara,2023-02-06,premium,9
107817,Leandra de Anaya,2021-01-24,regular,6
108066,Ágata Pozuelo Isern,2023-07-20,premium,9
108952,Hugo Manzanares Antón,2022-06-10,premium,11
100901,Fidel Vallejo-Cid,2023-04-22,premium,8
114346,Eleuterio Juan Pablo Alfonso Gaya,2023-11-11,premium,13
100185,Nicolasa Escolano Millán,2021-10-27,regular,4
108998,Yaiza Vilaplana-Guerra,2024-05-24,premium,8
102217,Angélica Ramirez-Manuel,2024-01-10,premium,15
110037,Néstor Solana Bermudez,2022-09-04,regular,5
103388,Chus Solé Luna,2024-03-05,premium,11
110141,Rosalina Barba Mascaró,2020-03-10,premium,8
113356,Pepito Reig Gaya,2022-09-16,premium,8
103342,Hector Guzman Tejero,2023-05-07,premium,17
108875,Adriana Mariscal-Gimenez,2020-03-10,premium,10
100593,Caridad Huerta-Reyes,2024-07-13,premium,13
107825,Eva María Fiol Bravo,2022-10-06,premium,13
105036,Iris Olivares-Roda,2021-02-17,regular,3
107146,Rocío Medina Boix,2022-09-29,regular,5
110297,José Luis Zabaleta Jáuregui,2020-03-24,regular,5
110297,José Luis Zabaleta Jáuregui,2020-03-24,regular,5
101833,Fernanda Arias Alcalde,2022-03-29,regular,6
101833,Fernanda Arias Alcalde,2022-03-29,regular,6
111450,Loida Mercader Reina,2020-12-21,premium,11
104004,Herberto Espejo-Lladó,2021-05-09,premium,7
100539,Flora Arribas,2024-08-14,premium,13
110942,Carmen Valls Artigas,2022-04-14,premium,10
109280,Mamen Vilanova Sánchez,2020-04-16,premium,10
109630,Viviana Urrutia Mariño,2023-12-16,premium,10
103276,Baudelio Prado Herranz,2024-02-11,premium,9
104305,Celestino Jiménez-Tomas,2022-08-17,premium,10
104765,Basilio Bárcena Rey,2022-04-12,premium,10
103843,Evelia Alcántara Machado,2021-03-27,premium,9
109188,José Antonio Neira Hoyos,2020-12-15,premium,8
104402,Guillermo Mur Juan,2021-03-24,regular,2
108628,Constanza Gilabert Padilla,2021-10-31,regular,4
114674,Juana Macarena Álamo Patiño,2022-08-22,premium,11
111002,Delfina Segovia Narváez,2022-08-07,regular,6
102617,Chita Cristina Conesa Cuevas,2024-07-18,premium,10
108142,Adela del Roldan,2023-10-19,regular,6
115216,Gabriela Feijoo Milla,2022-01-11,premium,7
106349,Ernesto Solé Sarmiento,2022-05-06,regular,4
105585,Joan del Pallarès,2021-02-14,premium,7
109412,Rosario Sotelo Puga,2020-06-02,regular,2
104396,Eloy Ocaña Royo,2023-08-01,premium,12
104059,Desiderio Esparza Belda,2020-05-17,premium,16
105835,Gregorio Seve Gomez Vicens,2021-01-24,premium,13
103624,Marcela Pol,2024-06-28,regular,4
103456,Diego Arévalo Córdoba,2021-09-18,premium,10
104902,Elena Gomila,2020-10-13,premium,8
114287,Rosaura Borrego Castelló,2022-02-10,premium,10
105928,Trinidad Ariza,2021-03-13,premium,9
112475,Encarnacion Ruiz,2021-11-07,premium,13
105624,Cristóbal Mosquera-Dávila,2022-04-06,premium,7
113422,Martina Baena Mas,2022-04-14,premium,9
104049,Segismundo Abascal Vizcaíno,2024-07-09,premium,9
104035,Calixto Torrijos Vicens,2021-11-26,premium,8
100466,Íñigo Carlos Villanueva,2024-02-22,premium,7
108094,Candelario Cuervo-Gimenez,2022-02-21,premium,9
106730,Vito Cobos Puente,2021-03-14,premium,8
105999,Aitor Capdevila Robledo,2024-03-14,premium,10
100114,Paulina Cervera Carrera,2023-02-03,premium,7
102036,María Fernanda Noemí Cardona Alfonso,2023-09-07,premium,9
102036,María Fernanda Noemí Cardona Alfonso,2023-09-07,premium,9
111593,Calixta Verdejo-Company,2023-07-22,nuevo,1
100036,Melania Leiva-Ribas,2024-04-29,premium,15
111946,Adelaida del Ribas,2020-04-01,premium,7
106022,Bartolomé Cerdá Gallardo,2022-11-04,premium,9
113856,Angélica Moraleda Gual,2024-04-25,regular,3
102020,Francisco Javier del Santamaría,2022-06-25,premium,7
103061,Elpidio Llano,2020-08-29,premium,13
111374,Soledad Odalys Romeu Pont,2022-10-09,premium,8
100869,Marcos Andres Arco,2022-05-23,premium,11
106505,Ambrosio Omar Guzman Cervantes,2021-02-21,premium,11
100016,Juan Manuel Llobet Madrid,2023-08-30,premium,7
104293,Ildefonso Figuerola Jódar,2022-04-26,premium,10
108109,Bartolomé Torrent-Sarabia,2021-01-07,premium,7
103108,Hortensia Aroca Herranz,2024-02-28,regular,3
108878,Leonor Quevedo Fabra,2020-04-11,regular,5
109246,Jennifer Sala-Baró,2022-12-20,regular,5
112551,Aitor Echevarría Miguel,2022-02-15,regular,4
105889,Asunción Marquez Jurado,2021-04-23,premium,16
112531,Miriam Canet,2022-01-13,premium,9
106293,Eladio Peinado Rojas,2021-01-05,premium,8
105730,Esteban Corral Lobato,2021-09-26,premium,10
107754,Etelvina de Bas,2024-02-22,premium,11
105147,Flavio Julio Díaz Santamaria,2021-02-09,premium,7
107172,Ciro Vilaplana Hervás,2024-02-24,regular,4
102335,José Manso Carrión,2023-12-31,premium,10
112164,Marciano Uribe,2023-06-21,regular,6
104630,Purificación Menendez Peláez,2023-08-05,regular,5
106854,Paz Rey-Pi,2021-03-17,regular,5
111601,Yéssica Blazquez-Ordóñez,2020-12-30,regular,4
106062,Daniel Aznar Valdés,2024-07-27,premium,12
104468,Saturnina del Cabezas,2020-12-19,regular,3
108288,Manu Chamorro Rubio,2023-02-16,premium,10
114315,Rosalva Rueda Valdés,2023-02-05,regular,3
101852,Bernardita Olivares Abril,2023-06-26,regular,5
108651,Julián Fernandez Sedano,2020-11-07,regular,4
113175,Matías Navas Ortega,2021-05-25,regular,6
111307,Felicidad Abellán Vidal,2023-02-01,regular,5
114858,Gloria Oliva-Company,2024-04-23,regular,6
109408,Eduardo Bermúdez Saavedra,2022-11-18,premium,11
112264,Rafaela Ale Díaz Angulo,2023-11-15,premium,11
111844,Armida Fernanda Maza Codina,2021-12-02,regular,6
114102,Amor Cabezas Mate,2022-03-12,premium,10
112105,Brígida Montesinos-Durán,2024-01-20,premium,9
113012,Rómulo Mosquera-Hoz,2020-07-24,regular,5
108914,Iván de Vazquez,2020-08-13,premium,7
105814,Dorita Acosta-Lumbreras,2022-09-18,premium,11
102958,Ulises Edmundo Montoya Reina,2023-07-12,premium,9
106804,Crescencia Hierro Rivero,2024-05-23,premium,11
112976,Angelita Elías Font,2023-03-25,premium,11
113067,Dimas Escamilla,2021-08-12,premium,11
100084,Basilio Cazorla Barral,2024-03-25,premium,9
111785,Heliodoro Gabriel Cerro Alcolea,2021-05-08,premium,11
110010,Moisés Bas Quero,2021-09-05,premium,7
109664,Mirta Abella Paredes,2023-09-23,regular,5
105514,Marcio Pedrero Corominas,2022-02-15,regular,4
110451,Dalila Seco Ureña,2024-08-14,premium,9
101003,Úrsula Bernal-Zamorano,2024-01-29,premium,20
111135,Pablo de Terrón,2021-03-11,premium,9
112522,Sancho Sacristán Oliva,2021-03-29,premium,8
105822,Ricardo Noé Segura Rosado,2023-07-18,premium,11
113001,Andrés Felipe Rodriguez Arteaga,2023-05-31,premium,16
104275,Simón Cañellas Hoz,2021-12-15,premium,11
110098,Rosaura Hernandez Amores,2021-12-02,premium,8
110098,Rosaura Hernandez Amores,2021-12-02,premium,8
111548,Arturo Alemán,2023-12-13,premium,9
102216,Alejandra Quiroga-Montero,2020-11-20,regular,6
107518,Leonor del Sarabia,2022-05-28,premium,10
100536,Ana Sofía del Hoz,2023-12-22,premium,10
111122,Carmen Villalonga Carmona,2020-09-14,premium,8
101483,Delfina Porta,2024-01-03,premium,10
114603,Odalys Diéguez Julián,2023-06-09,regular,5
112163,Dorotea Sola Heras,2023-06-21,premium,7
103707,Curro de Roda,2021-11-15,premium,10
102326,Basilio Marín Pulido,2021-03-15,regular,3
107768,Tito Quero Soriano,2021-05-03,regular,6
111493,Ascensión Sala Toledo,2022-02-02,premium,10
101484,Jerónimo Peral Ruano,2021-11-12,premium,7
105679,Narciso Román Bou,2020-04-02,premium,8
106699,Emilio Ariño Arcos,2024-05-16,regular,4
111255,Anita Cámara Madrid,2020-05-19,premium,13
111255,Anita Cámara Madrid,2020-05-19,premium,13
114709,Vilma Encarnita Briones Calderón,2020-03-22,premium,11
107316,Rolando Iglesia Patiño,2024-05-09,premium,9
115073,Mireia Beltran-Salcedo,2022-10-24,regular,5
108410,Severino Urrutia Roda,2022-06-11,regular,3
103685,Prudencio Eduardo Toro Arroyo,2020-06-28,premium,9
112167,María Cristina Roxana Serrano Lucas,2020-12-04,regular,5
101859,Conrado Saldaña Lobo,2022-04-05,premium,15
104961,Ciríaco Pla Giralt,2024-07-02,premium,7
100248,Ramiro Bejarano Pizarro,2022-07-28,premium,8
110235,Reinaldo Cervera Almeida,2020-07-02,premium,9
111499,Chema Antúnez-Egea,2021-03-29,premium,8
111499,Chema Antúnez-Egea,2021-03-29,premium,8
108401,Lázaro Naranjo Expósito,2022-09-05,premium,7
108367,Mariano Vélez Coloma,2024-01-16,regular,2
111767,Anselmo Chaparro Mariño,2023-09-29,regular,5
109729,Aureliano Manzano Sanchez,2023-05-26,premium,7
104460,María Cristina Carbonell Villalobos,2023-02-11,premium,9
111070,Iris Padilla-Lladó,2022-09-22,regular,4
114224,Filomena Julia Pomares Martin,2023-06-04,regular,6
107459,Hilario Cid Goñi,2020-09-14,premium,15
109458,Flora Moll Mancebo,2020-10-24,regular,5
102168,Anacleto Oliva Miranda,2024-03-26,premium,8
113922,Encarnita Sancho Tolosa,2023-12-23,premium,13
113922,Encarnita Sancho Tolosa,2023-12-23,premium,13
111113,Santos Amorós Bermudez,2020-11-23,premium,10
106930,Goyo Elías Machado,2024-08-20,premium,12
106930,Goyo Elías Machado,2024-08-20,premium,12
113982,Ileana Viana Torrijos,2023-08-30,premium,14
110119,Luisa Varela Juan,2021-04-06,regular,3
110339,Susana Andreu Sales,2022-12-19,premium,7
109061,Alexandra Blasco,2021-09-11,regular,4
100873,Emigdio Navarro Alberdi,2024-05-06,regular,3
108060,Jesús Redondo Luz,2022-02-08,regular,4
109337,Dorotea León Lucas,2022-05-26,premium,9
111435,Jordán Gárate-Lopez,2020-03-14,regular,5
100136,Cruz Moliner Olivera,2021-01-28,regular,5
103290,Osvaldo del Cañellas,2021-03-28,regular,5
102997,Rufino Vicente Sanchez,2023-12-31,premium,11
103821,Angelina Buendía-Dueñas,2023-09-23,premium,11
110242,Maxi de Artigas,2023-02-14,premium,10
101044,Ileana Giner Robledo,2020-10-11,premium,17
108770,Flavio Contreras,2023-12-14,premium,9
111680,Mamen Planas,2023-04-11,regular,6
101086,Celestino Peinado-Santamaria,2020-04-16,regular,4
112342,Mauricio Benítez,2023-09-03,premium,12
114551,Vera Barberá Serra,2022-11-09,regular,6
107047,Ibán Porras Jódar,2022-05-20,premium,8
106585,Angelino Torres Poza,2020-11-01,premium,8
106585,Angelino Torres Poza,2020-11-01,premium,8
109900,Anunciación Quintero Guzman,2022-05-05,premium,10
102113,Primitiva del Sedano,2020-08-22,premium,15
101352,Bonifacio Paniagua-Gárate,2021-08-24,regular,5
107376,Goyo Adolfo Araujo Jover,2024-05-20,premium,8
103194,Prudencia Adadia,2022-02-05,premium,13
100867,Faustino Escudero Carvajal,2022-11-07,premium,10
102407,Carmen Lillo Salgado,2022-07-14,premium,8
110870,Jorge Martín,2021-10-07,regular,6
100275,Alondra Abella Sobrino,2023-10-08,premium,10
110690,Haroldo Bernat,2023-08-07,regular,4
110369,Salomé Páez Escobar,2021-05-25,premium,9
105815,Sebastian Moraleda Lorenzo,2022-05-25,premium,9
101148,Ximena Benet-Montserrat,2022-04-04,premium,9
115194,Lola Español Luque,2024-07-25,premium,11
106435,Paco del Carballo,2021-01-30,premium,11
112948,Cándido Cazorla Girona,2024-07-07,premium,7
102885,Carmina Bermudez Nadal,2021-02-09,premium,7
112119,Amado Acosta Carrillo,2020-07-02,premium,7
107531,Carlota Soler Mateos,2022-03-05,premium,7
104025,Petrona del Corral,2021-12-28,premium,7
104343,Hernán Guerrero Agullo,2023-02-12,premium,7
113681,Irma de Sabater,2021-11-06,regular,5
112703,Herminio Carro Figueroa,2023-05-25,regular,6
101905,Francisco Javier Quirós Castelló,2020-12-07,premium,12
100834,Noemí Ricart Ayllón,2020-07-09,premium,8
108497,Ramiro Ripoll Saldaña,2021-06-27,premium,7
110033,Heliodoro Ayala Villena,2024-03-23,premium,9
108792,Noelia Pinilla Carbajo,2020-08-25,premium,8
103722,Almudena Pedro Soto,2022-11-19,regular,6
107533,Albano Jordán Royo Jódar,2021-04-11,premium,7
101176,Eduardo de Sureda,2024-07-25,regular,5
104111,Judith Bosch,2024-05-16,premium,11
107503,Rosalía Villar-Bárcena,2021-02-09,regular,6
106886,Julio César Ramirez Vicente,2021-06-04,premium,11
102679,Ana Sofía Martínez-Montalbán,2022-06-23,premium,12
104430,Renata Mas Barral,2022-02-15,regular,6
111881,Ernesto Timoteo Angulo Cobo,2024-05-20,regular,6
106837,Ale Hoz,2024-05-14,regular,5
104851,Nerea Miguela Bello Puerta,2022-01-10,regular,6
112743,Eloy de Portero,2020-03-11,premium,9
115067,Paula Coloma Manzanares,2024-06-05,regular,5
114467,Fabián Parejo Villalobos,2020-07-17,premium,15
106927,Jaime Camilo Segarra Pedrero,2024-03-30,regular,4
101198,María Cristina del Nuñez,2021-03-05,regular,6
114081,Carlota Gallart Sáenz,2021-04-23,premium,8
100430,Eduardo Alegre-Osuna,2022-02-07,premium,8
106691,Joan Gonzalez Miguel,2024-08-21,premium,8
114539,Gema Lobo Linares,2022-10-07,premium,7
103296,María Jurado Cuesta,2024-04-07,premium,11
108595,Graciela Pereira,2021-06-12,premium,11
112487,Camila Arjona Torrent,2021-03-09,regular,5
106729,Roldán Amaro Valls Pou,2023-01-16,regular,3
111797,Zoraida Guzmán Alcaraz,2020-11-26,regular,6
104257,Benjamín Rosa Pujadas,2022-01-06,premium,7
112291,Amor Aguado Isern,2023-12-17,regular,4
114160,Vicenta del Peña,2022-12-04,regular,4
101965,Silvestre Lobo Cárdenas,2024-02-18,premium,9
106963,Inés Benito Cámara,2023-07-03,regular,6
111008,Tecla Moreno Zapata,2021-11-12,premium,8
107536,Violeta Bermudez Ibarra,2020-12-03,regular,5
110111,Benito Tomás Gilabert,2022-04-07,regular,4
104296,Daniela Pedro Arrieta,2024-06-22,regular,4
100300,María Del Carmen Huerta Zaragoza,2020-09-15,regular,4
102110,Ani Bou-Mascaró,2022-03-23,premium,8
112014,Bonifacio Ramírez Castejón,2023-09-20,premium,11
112014,Bonifacio Ramírez Castejón,2023-09-20,premium,11
106166,Brunilda Barrena Barranco,2020-05-22,premium,7
114402,Cirino Blanes,2020-11-02,premium,11
110402,Margarita Manrique Verdú,2022-10-28,regular,6
110988,Joaquina Ramos Jimenez,2024-04-18,regular,5
106180,Bernardo del Saez,2020-04-11,premium,8
114743,Nuria Cervantes,2022-03-11,premium,9
105921,Leocadia Río Vargas,2020-09-04,premium,13
112865,Desiderio Gámez Lerma,2020-08-10,regular,6
112862,Marianela Melero Torrijos,2023-07-18,premium,9
111397,Loreto Tirado Galan,2020-11-27,premium,10
115063,Ismael Jurado Peiró,2022-01-23,premium,7
101191,Maximiano Alcalde Arco,2023-08-31,premium,8
105550,Javier Marco Samper,2020-12-21,premium,7
110715,Florina Salcedo Viñas,2024-04-29,premium,9
110241,Adalberto Vidal Gargallo,2020-07-03,regular,5
100120,Silvestre Iborra,2021-12-03,premium,8
107321,Osvaldo Marquez Casals,2024-07-10,premium,7
109407,Eli de Fábregas,2023-01-26,premium,8
106385,Ambrosio Ruano Carballo,2021-11-20,premium,7
103510,Leonardo Plana,2020-09-29,premium,9
101724,Natalio de Oliva,2020-05-14,premium,8
106322,Samu del Garriga,2021-03-09,premium,8
107067,César Gonzalo-Uribe,2024-05-10,premium,9
108511,Nilda Ferrándiz,2021-09-26,premium,12
108912,Marcio Prada-Tenorio,2022-12-16,premium,12
103861,Bienvenida Leonor Sebastián Puig,2022-02-13,premium,9
106072,Roberto de Lara,2020-12-10,premium,7
112206,Juan Francisco Herrera Acedo,2023-03-22,premium,10
104966,Pelayo Lucas Plaza,2023-08-02,regular,3
115128,Luciana Milla,2023-10-14,premium,10
109931,Yolanda Lledó Iñiguez,2021-05-12,premium,8
111095,Noa Morata Carlos,2020-03-06,premium,12
109859,Rosa María Pineda Calderon,2024-02-13,regular,3
100377,Adriana Matas Melero,2020-04-14,premium,7
104487,Rómulo Castrillo Nuñez,2020-11-18,premium,8
114455,Aitana Alcántara Borrás,2023-02-01,premium,8
100705,Rodolfo Soto Quintero,2020-05-15,premium,8
102418,Berto Vargas Querol,2021-07-29,premium,8
107804,Rolando Miró Reyes,2024-02-14,regular,5
111066,Anna de Viana,2021-07-30,premium,9
112564,América Baró Montenegro,2021-04-02,premium,11
100680,Apolinar Marcos-Beltran,2020-08-21,premium,12
100680,Apolinar Marcos-Beltran,2020-08-21,premium,12
103170,Vidal Roura Valbuena,2024-02-28,premium,9
115126,Loreto del Cobo,2020-10-31,premium,10
104203,Julia Mariño Barrios,2023-08-26,premium,7
103837,Emiliana Menéndez Grau,2021-09-27,premium,7
102639,Santos Carnero Pardo,2020-11-20,premium,10
112516,Saturnina Benavente Cabo,2022-02-05,premium,12
101451,Fátima Contreras-Mercader,2020-07-11,premium,9
108725,Asunción de Mora,2021-07-05,regular,5
105305,Salud Alcázar Marquez,2022-03-23,premium,10
111390,Alejandro Abad Pomares,2023-08-23,premium,8
102338,José Ángel Telmo Gallo Monreal,2023-11-15,premium,10
105141,Tomás Ávila Acevedo,2022-01-25,premium,7
110068,Baudelio Folch Solera,2021-07-23,premium,13
111031,Sancho Macias Briones,2023-08-26,premium,10
106509,Beatriz de Chaves,2021-08-08,regular,4
111144,Luciano Bermejo,2022-04-02,premium,12
105660,Jovita Blasco Ortuño,2023-11-14,premium,17
108818,Jose Angel Falcón Lumbreras,2020-03-03,premium,9
103704,Melchor Ibáñez Escalona,2022-03-31,premium,10
112666,Dulce Martina Melero Martinez,2023-05-18,regular,4
101935,Nidia del Bastida,2023-12-21,premium,9
106291,Cayetano Segarra,2023-02-22,premium,7
